,ID,TypeGefailleerde,RegioS,Perioden,UitgesprokenFaillissementen_1
17228,17228,Natuurlijke personen met eenmanszaak,Gelderland,2021 4e kwartaal,9.0
17229,17229,Natuurlijke personen met eenmanszaak,Gelderland,2021,47.0
17230,17230,Natuurlijke personen met eenmanszaak,Gelderland,2022 januari,8.0
17231,17231,Natuurlijke personen met eenmanszaak,Gelderland,2022 februari,2.0
17232,17232,Natuurlijke personen met eenmanszaak,Gelderland,2022 maart,4.0
17233,17233,Natuurlijke personen met eenmanszaak,Gelderland,2022 1e kwartaal,14.0
17234,17234,Natuurlijke personen met eenmanszaak,Gelderland,2022 april,6.0
17235,17235,Natuurlijke personen met eenmanszaak,Gelderland,2022 mei,5.0
17236,17236,Natuurlijke personen met eenmanszaak,Gelderland,2022 juni,2.0
17237,17237,Natuurlijke personen met eenmanszaak,Gelderland,2022 2e kwartaal,13.0
17238,17238,Natuurlijke personen met eenmanszaak,Gelderland,2022 juli,1.0
17239,17239,Natuurlijke personen met eenmanszaak,Gelderland,2022 augustus,3.0
17240,17240,Natuurlijke personen met eenmanszaak,Gelderland,2022 september,1.0
17241,17241,Natuurlijke personen met eenmanszaak,Gelderland,2022 3e kwartaal,5.0
17475,17475,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 januari,22.0
17476,17476,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 februari,12.0
17477,17477,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 maart,11.0
17478,17478,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 1e kwartaal,45.0
17479,17479,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 april,9.0
17480,17480,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 mei,10.0
17481,17481,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 juni,19.0
17482,17482,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 2e kwartaal,38.0
17483,17483,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 juli,15.0
17484,17484,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 augustus,9.0
17485,17485,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 september,10.0
17486,17486,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 3e kwartaal,34.0
17487,17487,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 oktober,14.0
17488,17488,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 november,14.0
17489,17489,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 december,14.0
17490,17490,Natuurlijke personen met eenmanszaak,Noord-Holland,2009 4e kwartaal,42.0
17491,17491,Natuurlijke personen met eenmanszaak,Noord-Holland,2009,159.0
17492,17492,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 januari,15.0
17493,17493,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 februari,11.0
17494,17494,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 maart,16.0
17495,17495,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 1e kwartaal,42.0
17496,17496,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 april,12.0
17497,17497,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 mei,10.0
17498,17498,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 juni,11.0
17499,17499,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 2e kwartaal,33.0
17500,17500,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 juli,7.0
17501,17501,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 augustus,14.0
17502,17502,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 september,20.0
17503,17503,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 3e kwartaal,41.0
17504,17504,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 oktober,15.0
17505,17505,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 november,16.0
17506,17506,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 december,10.0
17507,17507,Natuurlijke personen met eenmanszaak,Noord-Holland,2010 4e kwartaal,41.0
17508,17508,Natuurlijke personen met eenmanszaak,Noord-Holland,2010,157.0
17509,17509,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 januari,6.0
17510,17510,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 februari,11.0
17511,17511,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 maart,7.0
17512,17512,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 1e kwartaal,24.0
17513,17513,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 april,8.0
17514,17514,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 mei,9.0
17515,17515,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 juni,5.0
17516,17516,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 2e kwartaal,22.0
17517,17517,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 juli,8.0
17518,17518,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 augustus,8.0
17519,17519,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 september,8.0
17520,17520,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 3e kwartaal,24.0
17521,17521,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 oktober,12.0
17522,17522,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 november,22.0
17523,17523,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 december,7.0
17524,17524,Natuurlijke personen met eenmanszaak,Noord-Holland,2011 4e kwartaal,41.0
17525,17525,Natuurlijke personen met eenmanszaak,Noord-Holland,2011,111.0
17526,17526,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 januari,15.0
17527,17527,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 februari,12.0
17528,17528,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 maart,13.0
17529,17529,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 1e kwartaal,40.0
17530,17530,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 april,16.0
17531,17531,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 mei,10.0
17532,17532,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 juni,13.0
17533,17533,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 2e kwartaal,39.0
17534,17534,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 juli,7.0
17535,17535,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 augustus,15.0
17536,17536,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 september,11.0
17537,17537,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 3e kwartaal,33.0
17538,17538,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 oktober,18.0
17539,17539,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 november,19.0
17540,17540,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 december,13.0
17541,17541,Natuurlijke personen met eenmanszaak,Noord-Holland,2012 4e kwartaal,50.0
17542,17542,Natuurlijke personen met eenmanszaak,Noord-Holland,2012,162.0
17543,17543,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 januari,18.0
17544,17544,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 februari,6.0
17545,17545,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 maart,12.0
17546,17546,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 1e kwartaal,36.0
17547,17547,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 april,16.0
17548,17548,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 mei,11.0
17549,17549,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 juni,13.0
17550,17550,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 2e kwartaal,40.0
17551,17551,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 juli,15.0
17552,17552,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 augustus,11.0
17553,17553,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 september,15.0
17554,17554,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 3e kwartaal,41.0
17555,17555,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 oktober,13.0
17556,17556,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 november,18.0
17557,17557,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 december,14.0
17558,17558,Natuurlijke personen met eenmanszaak,Noord-Holland,2013 4e kwartaal,45.0
17559,17559,Natuurlijke personen met eenmanszaak,Noord-Holland,2013,162.0
17560,17560,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 januari,16.0
17561,17561,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 februari,7.0
17562,17562,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 maart,12.0
17563,17563,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 1e kwartaal,35.0
17564,17564,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 april,22.0
17565,17565,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 mei,18.0
17566,17566,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 juni,7.0
17567,17567,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 2e kwartaal,47.0
17568,17568,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 juli,19.0
17569,17569,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 augustus,14.0
17570,17570,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 september,16.0
17571,17571,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 3e kwartaal,49.0
17572,17572,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 oktober,10.0
17573,17573,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 november,16.0
17574,17574,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 december,11.0
17575,17575,Natuurlijke personen met eenmanszaak,Noord-Holland,2014 4e kwartaal,37.0
17576,17576,Natuurlijke personen met eenmanszaak,Noord-Holland,2014,168.0
17577,17577,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 januari,9.0
17578,17578,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 februari,4.0
17579,17579,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 maart,13.0
17580,17580,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 1e kwartaal,26.0
17581,17581,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 april,9.0
17582,17582,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 mei,5.0
17583,17583,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 juni,5.0
17584,17584,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 2e kwartaal,19.0
17585,17585,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 juli,4.0
17586,17586,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 augustus,11.0
17587,17587,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 september,15.0
17588,17588,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 3e kwartaal,30.0
17589,17589,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 oktober,8.0
17590,17590,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 november,6.0
17591,17591,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 december,14.0
17592,17592,Natuurlijke personen met eenmanszaak,Noord-Holland,2015 4e kwartaal,28.0
17593,17593,Natuurlijke personen met eenmanszaak,Noord-Holland,2015,103.0
17594,17594,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 januari,9.0
17595,17595,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 februari,8.0
17596,17596,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 maart,13.0
17597,17597,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 1e kwartaal,30.0
17598,17598,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 april,4.0
17599,17599,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 mei,4.0
17600,17600,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 juni,8.0
17601,17601,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 2e kwartaal,16.0
17602,17602,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 juli,8.0
17603,17603,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 augustus,6.0
17604,17604,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 september,9.0
17605,17605,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 3e kwartaal,23.0
17606,17606,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 oktober,6.0
17607,17607,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 november,13.0
17608,17608,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 december,2.0
17609,17609,Natuurlijke personen met eenmanszaak,Noord-Holland,2016 4e kwartaal,21.0
17610,17610,Natuurlijke personen met eenmanszaak,Noord-Holland,2016,90.0
17611,17611,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 januari,9.0
17612,17612,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 februari,9.0
17613,17613,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 maart,14.0
17614,17614,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 1e kwartaal,32.0
17615,17615,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 april,6.0
17616,17616,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 mei,9.0
17617,17617,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 juni,8.0
17618,17618,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 2e kwartaal,23.0
17619,17619,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 juli,6.0
17620,17620,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 augustus,5.0
17621,17621,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 september,4.0
17622,17622,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 3e kwartaal,15.0
17623,17623,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 oktober,10.0
17624,17624,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 november,9.0
17625,17625,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 december,5.0
17626,17626,Natuurlijke personen met eenmanszaak,Noord-Holland,2017 4e kwartaal,24.0
17627,17627,Natuurlijke personen met eenmanszaak,Noord-Holland,2017,94.0
17628,17628,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 januari,10.0
17629,17629,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 februari,6.0
17630,17630,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 maart,13.0
17631,17631,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 1e kwartaal,29.0
17632,17632,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 april,5.0
17633,17633,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 mei,8.0
17634,17634,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 juni,4.0
17635,17635,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 2e kwartaal,17.0
17636,17636,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 juli,4.0
17637,17637,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 augustus,8.0
17638,17638,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 september,9.0
17639,17639,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 3e kwartaal,21.0
17640,17640,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 oktober,5.0
17641,17641,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 november,6.0
17642,17642,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 december,8.0
17643,17643,Natuurlijke personen met eenmanszaak,Noord-Holland,2018 4e kwartaal,19.0
17644,17644,Natuurlijke personen met eenmanszaak,Noord-Holland,2018,86.0
17645,17645,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 januari,9.0
17646,17646,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 februari,7.0
17647,17647,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 maart,10.0
17648,17648,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 1e kwartaal,26.0
17649,17649,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 april,10.0
17650,17650,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 mei,5.0
17651,17651,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 juni,3.0
17652,17652,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 2e kwartaal,18.0
17653,17653,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 juli,7.0
17654,17654,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 augustus,7.0
17655,17655,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 september,5.0
17656,17656,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 3e kwartaal,19.0
17657,17657,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 oktober,6.0
17658,17658,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 november,5.0
17659,17659,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 december,6.0
17660,17660,Natuurlijke personen met eenmanszaak,Noord-Holland,2019 4e kwartaal,17.0
17661,17661,Natuurlijke personen met eenmanszaak,Noord-Holland,2019,80.0
17662,17662,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 januari,3.0
17663,17663,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 februari,6.0
17664,17664,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 maart,6.0
17665,17665,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 1e kwartaal,15.0
17666,17666,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 april,12.0
17667,17667,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 mei,10.0
17668,17668,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 juni,8.0
17669,17669,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 2e kwartaal,30.0
17670,17670,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 juli,4.0
17671,17671,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 augustus,4.0
17672,17672,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 september,8.0
17673,17673,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 3e kwartaal,16.0
17674,17674,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 oktober,4.0
17675,17675,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 november,9.0
17676,17676,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 december,8.0
17677,17677,Natuurlijke personen met eenmanszaak,Noord-Holland,2020 4e kwartaal,21.0
17678,17678,Natuurlijke personen met eenmanszaak,Noord-Holland,2020,82.0
17679,17679,Natuurlijke personen met eenmanszaak,Noord-Holland,2021 januari,5.0
17680,17680,Natuurlijke personen met eenmanszaak,Noord-Holland,2021 februari,5.0
17681,17681,Natuurlijke personen met eenmanszaak,Noord-Holland,2021 maart,5.0
17682,17682,Natuurlijke personen met eenmanszaak,Noord-Holland,2021 1e kwartaal,15.0
17683,17683,Natuurlijke personen met eenmanszaak,Noord-Holland,2021 april,6.0
17684,17684,Natuurlijke personen met eenmanszaak,Noord-Holland,2021 mei,2.0
17685,17685,Natuurlijke personen met eenmanszaak,Noord-Holland,2021 juni,6.0
17686,17686,Natuurlijke personen met eenmanszaak,Noord-Holland,2021 2e kwartaal,14.0
