,ID,TypeGefailleerde,RegioS,Perioden,UitgesprokenFaillissementen_1
16887,16887,Natuurlijke personen met eenmanszaak,Flevoland,2015 augustus,0.0
16888,16888,Natuurlijke personen met eenmanszaak,Flevoland,2015 september,2.0
16889,16889,Natuurlijke personen met eenmanszaak,Flevoland,2015 3e kwartaal,3.0
16890,16890,Natuurlijke personen met eenmanszaak,Flevoland,2015 oktober,2.0
16891,16891,Natuurlijke personen met eenmanszaak,Flevoland,2015 november,0.0
16892,16892,Natuurlijke personen met eenmanszaak,Flevoland,2015 december,4.0
16893,16893,Natuurlijke personen met eenmanszaak,Flevoland,2015 4e kwartaal,6.0
16894,16894,Natuurlijke personen met eenmanszaak,Flevoland,2015,16.0
16895,16895,Natuurlijke personen met eenmanszaak,Flevoland,2016 januari,1.0
16896,16896,Natuurlijke personen met eenmanszaak,Flevoland,2016 februari,2.0
16897,16897,Natuurlijke personen met eenmanszaak,Flevoland,2016 maart,2.0
16898,16898,Natuurlijke personen met eenmanszaak,Flevoland,2016 1e kwartaal,5.0
16899,16899,Natuurlijke personen met eenmanszaak,Flevoland,2016 april,1.0
16900,16900,Natuurlijke personen met eenmanszaak,Flevoland,2016 mei,3.0
16901,16901,Natuurlijke personen met eenmanszaak,Flevoland,2016 juni,0.0
16902,16902,Natuurlijke personen met eenmanszaak,Flevoland,2016 2e kwartaal,4.0
16903,16903,Natuurlijke personen met eenmanszaak,Flevoland,2016 juli,0.0
16904,16904,Natuurlijke personen met eenmanszaak,Flevoland,2016 augustus,1.0
16905,16905,Natuurlijke personen met eenmanszaak,Flevoland,2016 september,0.0
16906,16906,Natuurlijke personen met eenmanszaak,Flevoland,2016 3e kwartaal,1.0
16907,16907,Natuurlijke personen met eenmanszaak,Flevoland,2016 oktober,0.0
16908,16908,Natuurlijke personen met eenmanszaak,Flevoland,2016 november,1.0
16909,16909,Natuurlijke personen met eenmanszaak,Flevoland,2016 december,0.0
16910,16910,Natuurlijke personen met eenmanszaak,Flevoland,2016 4e kwartaal,1.0
16911,16911,Natuurlijke personen met eenmanszaak,Flevoland,2016,11.0
16912,16912,Natuurlijke personen met eenmanszaak,Flevoland,2017 januari,2.0
16913,16913,Natuurlijke personen met eenmanszaak,Flevoland,2017 februari,2.0
16914,16914,Natuurlijke personen met eenmanszaak,Flevoland,2017 maart,2.0
16915,16915,Natuurlijke personen met eenmanszaak,Flevoland,2017 1e kwartaal,6.0
16916,16916,Natuurlijke personen met eenmanszaak,Flevoland,2017 april,2.0
16917,16917,Natuurlijke personen met eenmanszaak,Flevoland,2017 mei,3.0
16918,16918,Natuurlijke personen met eenmanszaak,Flevoland,2017 juni,1.0
16919,16919,Natuurlijke personen met eenmanszaak,Flevoland,2017 2e kwartaal,6.0
16920,16920,Natuurlijke personen met eenmanszaak,Flevoland,2017 juli,1.0
16921,16921,Natuurlijke personen met eenmanszaak,Flevoland,2017 augustus,2.0
16922,16922,Natuurlijke personen met eenmanszaak,Flevoland,2017 september,1.0
16923,16923,Natuurlijke personen met eenmanszaak,Flevoland,2017 3e kwartaal,4.0
16924,16924,Natuurlijke personen met eenmanszaak,Flevoland,2017 oktober,2.0
16925,16925,Natuurlijke personen met eenmanszaak,Flevoland,2017 november,1.0
16926,16926,Natuurlijke personen met eenmanszaak,Flevoland,2017 december,0.0
16927,16927,Natuurlijke personen met eenmanszaak,Flevoland,2017 4e kwartaal,3.0
16928,16928,Natuurlijke personen met eenmanszaak,Flevoland,2017,19.0
16929,16929,Natuurlijke personen met eenmanszaak,Flevoland,2018 januari,2.0
16930,16930,Natuurlijke personen met eenmanszaak,Flevoland,2018 februari,2.0
16931,16931,Natuurlijke personen met eenmanszaak,Flevoland,2018 maart,3.0
16932,16932,Natuurlijke personen met eenmanszaak,Flevoland,2018 1e kwartaal,7.0
16933,16933,Natuurlijke personen met eenmanszaak,Flevoland,2018 april,0.0
16934,16934,Natuurlijke personen met eenmanszaak,Flevoland,2018 mei,1.0
16935,16935,Natuurlijke personen met eenmanszaak,Flevoland,2018 juni,3.0
16936,16936,Natuurlijke personen met eenmanszaak,Flevoland,2018 2e kwartaal,4.0
16937,16937,Natuurlijke personen met eenmanszaak,Flevoland,2018 juli,0.0
16938,16938,Natuurlijke personen met eenmanszaak,Flevoland,2018 augustus,1.0
16939,16939,Natuurlijke personen met eenmanszaak,Flevoland,2018 september,1.0
16940,16940,Natuurlijke personen met eenmanszaak,Flevoland,2018 3e kwartaal,2.0
16941,16941,Natuurlijke personen met eenmanszaak,Flevoland,2018 oktober,0.0
16942,16942,Natuurlijke personen met eenmanszaak,Flevoland,2018 november,0.0
16943,16943,Natuurlijke personen met eenmanszaak,Flevoland,2018 december,0.0
16944,16944,Natuurlijke personen met eenmanszaak,Flevoland,2018 4e kwartaal,0.0
16945,16945,Natuurlijke personen met eenmanszaak,Flevoland,2018,13.0
16946,16946,Natuurlijke personen met eenmanszaak,Flevoland,2019 januari,2.0
16947,16947,Natuurlijke personen met eenmanszaak,Flevoland,2019 februari,4.0
16948,16948,Natuurlijke personen met eenmanszaak,Flevoland,2019 maart,1.0
16949,16949,Natuurlijke personen met eenmanszaak,Flevoland,2019 1e kwartaal,7.0
16950,16950,Natuurlijke personen met eenmanszaak,Flevoland,2019 april,2.0
16951,16951,Natuurlijke personen met eenmanszaak,Flevoland,2019 mei,1.0
16952,16952,Natuurlijke personen met eenmanszaak,Flevoland,2019 juni,1.0
16953,16953,Natuurlijke personen met eenmanszaak,Flevoland,2019 2e kwartaal,4.0
16954,16954,Natuurlijke personen met eenmanszaak,Flevoland,2019 juli,1.0
16955,16955,Natuurlijke personen met eenmanszaak,Flevoland,2019 augustus,0.0
16956,16956,Natuurlijke personen met eenmanszaak,Flevoland,2019 september,2.0
16957,16957,Natuurlijke personen met eenmanszaak,Flevoland,2019 3e kwartaal,3.0
16958,16958,Natuurlijke personen met eenmanszaak,Flevoland,2019 oktober,4.0
16959,16959,Natuurlijke personen met eenmanszaak,Flevoland,2019 november,3.0
16960,16960,Natuurlijke personen met eenmanszaak,Flevoland,2019 december,2.0
16961,16961,Natuurlijke personen met eenmanszaak,Flevoland,2019 4e kwartaal,9.0
16962,16962,Natuurlijke personen met eenmanszaak,Flevoland,2019,23.0
16963,16963,Natuurlijke personen met eenmanszaak,Flevoland,2020 januari,2.0
16964,16964,Natuurlijke personen met eenmanszaak,Flevoland,2020 februari,2.0
16965,16965,Natuurlijke personen met eenmanszaak,Flevoland,2020 maart,2.0
16966,16966,Natuurlijke personen met eenmanszaak,Flevoland,2020 1e kwartaal,6.0
16967,16967,Natuurlijke personen met eenmanszaak,Flevoland,2020 april,1.0
16968,16968,Natuurlijke personen met eenmanszaak,Flevoland,2020 mei,3.0
16969,16969,Natuurlijke personen met eenmanszaak,Flevoland,2020 juni,0.0
16970,16970,Natuurlijke personen met eenmanszaak,Flevoland,2020 2e kwartaal,4.0
16971,16971,Natuurlijke personen met eenmanszaak,Flevoland,2020 juli,3.0
16972,16972,Natuurlijke personen met eenmanszaak,Flevoland,2020 augustus,1.0
16973,16973,Natuurlijke personen met eenmanszaak,Flevoland,2020 september,0.0
16974,16974,Natuurlijke personen met eenmanszaak,Flevoland,2020 3e kwartaal,4.0
16975,16975,Natuurlijke personen met eenmanszaak,Flevoland,2020 oktober,0.0
16976,16976,Natuurlijke personen met eenmanszaak,Flevoland,2020 november,2.0
16977,16977,Natuurlijke personen met eenmanszaak,Flevoland,2020 december,1.0
16978,16978,Natuurlijke personen met eenmanszaak,Flevoland,2020 4e kwartaal,3.0
16979,16979,Natuurlijke personen met eenmanszaak,Flevoland,2020,17.0
16980,16980,Natuurlijke personen met eenmanszaak,Flevoland,2021 januari,0.0
16981,16981,Natuurlijke personen met eenmanszaak,Flevoland,2021 februari,1.0
16982,16982,Natuurlijke personen met eenmanszaak,Flevoland,2021 maart,1.0
16983,16983,Natuurlijke personen met eenmanszaak,Flevoland,2021 1e kwartaal,2.0
16984,16984,Natuurlijke personen met eenmanszaak,Flevoland,2021 april,0.0
16985,16985,Natuurlijke personen met eenmanszaak,Flevoland,2021 mei,0.0
16986,16986,Natuurlijke personen met eenmanszaak,Flevoland,2021 juni,1.0
16987,16987,Natuurlijke personen met eenmanszaak,Flevoland,2021 2e kwartaal,1.0
16988,16988,Natuurlijke personen met eenmanszaak,Flevoland,2021 juli,0.0
16989,16989,Natuurlijke personen met eenmanszaak,Flevoland,2021 augustus,0.0
16990,16990,Natuurlijke personen met eenmanszaak,Flevoland,2021 september,0.0
16991,16991,Natuurlijke personen met eenmanszaak,Flevoland,2021 3e kwartaal,0.0
16992,16992,Natuurlijke personen met eenmanszaak,Flevoland,2021 oktober,1.0
16993,16993,Natuurlijke personen met eenmanszaak,Flevoland,2021 november,2.0
16994,16994,Natuurlijke personen met eenmanszaak,Flevoland,2021 december,1.0
16995,16995,Natuurlijke personen met eenmanszaak,Flevoland,2021 4e kwartaal,4.0
16996,16996,Natuurlijke personen met eenmanszaak,Flevoland,2021,7.0
16997,16997,Natuurlijke personen met eenmanszaak,Flevoland,2022 januari,0.0
16998,16998,Natuurlijke personen met eenmanszaak,Flevoland,2022 februari,1.0
16999,16999,Natuurlijke personen met eenmanszaak,Flevoland,2022 maart,0.0
17000,17000,Natuurlijke personen met eenmanszaak,Flevoland,2022 1e kwartaal,1.0
17001,17001,Natuurlijke personen met eenmanszaak,Flevoland,2022 april,1.0
17002,17002,Natuurlijke personen met eenmanszaak,Flevoland,2022 mei,1.0
17003,17003,Natuurlijke personen met eenmanszaak,Flevoland,2022 juni,2.0
17004,17004,Natuurlijke personen met eenmanszaak,Flevoland,2022 2e kwartaal,4.0
17005,17005,Natuurlijke personen met eenmanszaak,Flevoland,2022 juli,0.0
17006,17006,Natuurlijke personen met eenmanszaak,Flevoland,2022 augustus,0.0
17007,17007,Natuurlijke personen met eenmanszaak,Flevoland,2022 september,1.0
17008,17008,Natuurlijke personen met eenmanszaak,Flevoland,2022 3e kwartaal,1.0
17009,17009,Natuurlijke personen met eenmanszaak,Gelderland,2009 januari,14.0
17010,17010,Natuurlijke personen met eenmanszaak,Gelderland,2009 februari,10.0
17011,17011,Natuurlijke personen met eenmanszaak,Gelderland,2009 maart,12.0
17012,17012,Natuurlijke personen met eenmanszaak,Gelderland,2009 1e kwartaal,36.0
17013,17013,Natuurlijke personen met eenmanszaak,Gelderland,2009 april,11.0
17014,17014,Natuurlijke personen met eenmanszaak,Gelderland,2009 mei,8.0
17015,17015,Natuurlijke personen met eenmanszaak,Gelderland,2009 juni,16.0
17016,17016,Natuurlijke personen met eenmanszaak,Gelderland,2009 2e kwartaal,35.0
17017,17017,Natuurlijke personen met eenmanszaak,Gelderland,2009 juli,15.0
17018,17018,Natuurlijke personen met eenmanszaak,Gelderland,2009 augustus,9.0
17019,17019,Natuurlijke personen met eenmanszaak,Gelderland,2009 september,7.0
17020,17020,Natuurlijke personen met eenmanszaak,Gelderland,2009 3e kwartaal,31.0
17021,17021,Natuurlijke personen met eenmanszaak,Gelderland,2009 oktober,15.0
17022,17022,Natuurlijke personen met eenmanszaak,Gelderland,2009 november,9.0
17023,17023,Natuurlijke personen met eenmanszaak,Gelderland,2009 december,7.0
17024,17024,Natuurlijke personen met eenmanszaak,Gelderland,2009 4e kwartaal,31.0
17025,17025,Natuurlijke personen met eenmanszaak,Gelderland,2009,133.0
17026,17026,Natuurlijke personen met eenmanszaak,Gelderland,2010 januari,16.0
17027,17027,Natuurlijke personen met eenmanszaak,Gelderland,2010 februari,5.0
17028,17028,Natuurlijke personen met eenmanszaak,Gelderland,2010 maart,18.0
17029,17029,Natuurlijke personen met eenmanszaak,Gelderland,2010 1e kwartaal,39.0
17030,17030,Natuurlijke personen met eenmanszaak,Gelderland,2010 april,12.0
17031,17031,Natuurlijke personen met eenmanszaak,Gelderland,2010 mei,8.0
17032,17032,Natuurlijke personen met eenmanszaak,Gelderland,2010 juni,12.0
17033,17033,Natuurlijke personen met eenmanszaak,Gelderland,2010 2e kwartaal,32.0
17034,17034,Natuurlijke personen met eenmanszaak,Gelderland,2010 juli,7.0
17035,17035,Natuurlijke personen met eenmanszaak,Gelderland,2010 augustus,8.0
17036,17036,Natuurlijke personen met eenmanszaak,Gelderland,2010 september,8.0
17037,17037,Natuurlijke personen met eenmanszaak,Gelderland,2010 3e kwartaal,23.0
17038,17038,Natuurlijke personen met eenmanszaak,Gelderland,2010 oktober,4.0
17039,17039,Natuurlijke personen met eenmanszaak,Gelderland,2010 november,14.0
17040,17040,Natuurlijke personen met eenmanszaak,Gelderland,2010 december,3.0
17041,17041,Natuurlijke personen met eenmanszaak,Gelderland,2010 4e kwartaal,21.0
17042,17042,Natuurlijke personen met eenmanszaak,Gelderland,2010,115.0
17043,17043,Natuurlijke personen met eenmanszaak,Gelderland,2011 januari,13.0
17044,17044,Natuurlijke personen met eenmanszaak,Gelderland,2011 februari,7.0
17045,17045,Natuurlijke personen met eenmanszaak,Gelderland,2011 maart,12.0
17046,17046,Natuurlijke personen met eenmanszaak,Gelderland,2011 1e kwartaal,32.0
17047,17047,Natuurlijke personen met eenmanszaak,Gelderland,2011 april,8.0
17048,17048,Natuurlijke personen met eenmanszaak,Gelderland,2011 mei,9.0
17049,17049,Natuurlijke personen met eenmanszaak,Gelderland,2011 juni,4.0
17050,17050,Natuurlijke personen met eenmanszaak,Gelderland,2011 2e kwartaal,21.0
17051,17051,Natuurlijke personen met eenmanszaak,Gelderland,2011 juli,4.0
17052,17052,Natuurlijke personen met eenmanszaak,Gelderland,2011 augustus,16.0
17053,17053,Natuurlijke personen met eenmanszaak,Gelderland,2011 september,10.0
17054,17054,Natuurlijke personen met eenmanszaak,Gelderland,2011 3e kwartaal,30.0
17055,17055,Natuurlijke personen met eenmanszaak,Gelderland,2011 oktober,9.0
17056,17056,Natuurlijke personen met eenmanszaak,Gelderland,2011 november,10.0
17057,17057,Natuurlijke personen met eenmanszaak,Gelderland,2011 december,3.0
17058,17058,Natuurlijke personen met eenmanszaak,Gelderland,2011 4e kwartaal,22.0
17059,17059,Natuurlijke personen met eenmanszaak,Gelderland,2011,105.0
17060,17060,Natuurlijke personen met eenmanszaak,Gelderland,2012 januari,15.0
17061,17061,Natuurlijke personen met eenmanszaak,Gelderland,2012 februari,13.0
17062,17062,Natuurlijke personen met eenmanszaak,Gelderland,2012 maart,8.0
17063,17063,Natuurlijke personen met eenmanszaak,Gelderland,2012 1e kwartaal,36.0
17064,17064,Natuurlijke personen met eenmanszaak,Gelderland,2012 april,14.0
17065,17065,Natuurlijke personen met eenmanszaak,Gelderland,2012 mei,16.0
17066,17066,Natuurlijke personen met eenmanszaak,Gelderland,2012 juni,13.0
17067,17067,Natuurlijke personen met eenmanszaak,Gelderland,2012 2e kwartaal,43.0
17068,17068,Natuurlijke personen met eenmanszaak,Gelderland,2012 juli,8.0
17069,17069,Natuurlijke personen met eenmanszaak,Gelderland,2012 augustus,8.0
17070,17070,Natuurlijke personen met eenmanszaak,Gelderland,2012 september,11.0
17071,17071,Natuurlijke personen met eenmanszaak,Gelderland,2012 3e kwartaal,27.0
17072,17072,Natuurlijke personen met eenmanszaak,Gelderland,2012 oktober,13.0
17073,17073,Natuurlijke personen met eenmanszaak,Gelderland,2012 november,17.0
17074,17074,Natuurlijke personen met eenmanszaak,Gelderland,2012 december,5.0
17075,17075,Natuurlijke personen met eenmanszaak,Gelderland,2012 4e kwartaal,35.0
17076,17076,Natuurlijke personen met eenmanszaak,Gelderland,2012,141.0
17077,17077,Natuurlijke personen met eenmanszaak,Gelderland,2013 januari,14.0
17078,17078,Natuurlijke personen met eenmanszaak,Gelderland,2013 februari,12.0
17079,17079,Natuurlijke personen met eenmanszaak,Gelderland,2013 maart,16.0
17080,17080,Natuurlijke personen met eenmanszaak,Gelderland,2013 1e kwartaal,42.0
17081,17081,Natuurlijke personen met eenmanszaak,Gelderland,2013 april,10.0
17082,17082,Natuurlijke personen met eenmanszaak,Gelderland,2013 mei,14.0
17083,17083,Natuurlijke personen met eenmanszaak,Gelderland,2013 juni,13.0
17084,17084,Natuurlijke personen met eenmanszaak,Gelderland,2013 2e kwartaal,37.0
17085,17085,Natuurlijke personen met eenmanszaak,Gelderland,2013 juli,15.0
17086,17086,Natuurlijke personen met eenmanszaak,Gelderland,2013 augustus,11.0
17087,17087,Natuurlijke personen met eenmanszaak,Gelderland,2013 september,12.0
17088,17088,Natuurlijke personen met eenmanszaak,Gelderland,2013 3e kwartaal,38.0
17089,17089,Natuurlijke personen met eenmanszaak,Gelderland,2013 oktober,16.0
17090,17090,Natuurlijke personen met eenmanszaak,Gelderland,2013 november,13.0
17091,17091,Natuurlijke personen met eenmanszaak,Gelderland,2013 december,11.0
17092,17092,Natuurlijke personen met eenmanszaak,Gelderland,2013 4e kwartaal,40.0
17093,17093,Natuurlijke personen met eenmanszaak,Gelderland,2013,157.0
17094,17094,Natuurlijke personen met eenmanszaak,Gelderland,2014 januari,15.0
17095,17095,Natuurlijke personen met eenmanszaak,Gelderland,2014 februari,12.0
17096,17096,Natuurlijke personen met eenmanszaak,Gelderland,2014 maart,6.0
17097,17097,Natuurlijke personen met eenmanszaak,Gelderland,2014 1e kwartaal,33.0
17098,17098,Natuurlijke personen met eenmanszaak,Gelderland,2014 april,13.0
17099,17099,Natuurlijke personen met eenmanszaak,Gelderland,2014 mei,3.0
17100,17100,Natuurlijke personen met eenmanszaak,Gelderland,2014 juni,4.0
17101,17101,Natuurlijke personen met eenmanszaak,Gelderland,2014 2e kwartaal,20.0
17102,17102,Natuurlijke personen met eenmanszaak,Gelderland,2014 juli,7.0
17103,17103,Natuurlijke personen met eenmanszaak,Gelderland,2014 augustus,10.0
17104,17104,Natuurlijke personen met eenmanszaak,Gelderland,2014 september,12.0
17105,17105,Natuurlijke personen met eenmanszaak,Gelderland,2014 3e kwartaal,29.0
17106,17106,Natuurlijke personen met eenmanszaak,Gelderland,2014 oktober,6.0
17107,17107,Natuurlijke personen met eenmanszaak,Gelderland,2014 november,11.0
17108,17108,Natuurlijke personen met eenmanszaak,Gelderland,2014 december,20.0
17109,17109,Natuurlijke personen met eenmanszaak,Gelderland,2014 4e kwartaal,37.0
17110,17110,Natuurlijke personen met eenmanszaak,Gelderland,2014,119.0
17111,17111,Natuurlijke personen met eenmanszaak,Gelderland,2015 januari,10.0
17112,17112,Natuurlijke personen met eenmanszaak,Gelderland,2015 februari,13.0
17113,17113,Natuurlijke personen met eenmanszaak,Gelderland,2015 maart,13.0
17114,17114,Natuurlijke personen met eenmanszaak,Gelderland,2015 1e kwartaal,36.0
17115,17115,Natuurlijke personen met eenmanszaak,Gelderland,2015 april,7.0
17116,17116,Natuurlijke personen met eenmanszaak,Gelderland,2015 mei,13.0
17117,17117,Natuurlijke personen met eenmanszaak,Gelderland,2015 juni,16.0
17118,17118,Natuurlijke personen met eenmanszaak,Gelderland,2015 2e kwartaal,36.0
17119,17119,Natuurlijke personen met eenmanszaak,Gelderland,2015 juli,11.0
17120,17120,Natuurlijke personen met eenmanszaak,Gelderland,2015 augustus,1.0
17121,17121,Natuurlijke personen met eenmanszaak,Gelderland,2015 september,11.0
17122,17122,Natuurlijke personen met eenmanszaak,Gelderland,2015 3e kwartaal,23.0
17123,17123,Natuurlijke personen met eenmanszaak,Gelderland,2015 oktober,7.0
17124,17124,Natuurlijke personen met eenmanszaak,Gelderland,2015 november,5.0
17125,17125,Natuurlijke personen met eenmanszaak,Gelderland,2015 december,9.0
17126,17126,Natuurlijke personen met eenmanszaak,Gelderland,2015 4e kwartaal,21.0
17127,17127,Natuurlijke personen met eenmanszaak,Gelderland,2015,116.0
17128,17128,Natuurlijke personen met eenmanszaak,Gelderland,2016 januari,9.0
17129,17129,Natuurlijke personen met eenmanszaak,Gelderland,2016 februari,6.0
17130,17130,Natuurlijke personen met eenmanszaak,Gelderland,2016 maart,9.0
17131,17131,Natuurlijke personen met eenmanszaak,Gelderland,2016 1e kwartaal,24.0
17132,17132,Natuurlijke personen met eenmanszaak,Gelderland,2016 april,8.0
17133,17133,Natuurlijke personen met eenmanszaak,Gelderland,2016 mei,8.0
17134,17134,Natuurlijke personen met eenmanszaak,Gelderland,2016 juni,9.0
17135,17135,Natuurlijke personen met eenmanszaak,Gelderland,2016 2e kwartaal,25.0
17136,17136,Natuurlijke personen met eenmanszaak,Gelderland,2016 juli,7.0
17137,17137,Natuurlijke personen met eenmanszaak,Gelderland,2016 augustus,6.0
17138,17138,Natuurlijke personen met eenmanszaak,Gelderland,2016 september,7.0
17139,17139,Natuurlijke personen met eenmanszaak,Gelderland,2016 3e kwartaal,20.0
17140,17140,Natuurlijke personen met eenmanszaak,Gelderland,2016 oktober,6.0
17141,17141,Natuurlijke personen met eenmanszaak,Gelderland,2016 november,4.0
17142,17142,Natuurlijke personen met eenmanszaak,Gelderland,2016 december,3.0
17143,17143,Natuurlijke personen met eenmanszaak,Gelderland,2016 4e kwartaal,13.0
17144,17144,Natuurlijke personen met eenmanszaak,Gelderland,2016,82.0
17145,17145,Natuurlijke personen met eenmanszaak,Gelderland,2017 januari,8.0
17146,17146,Natuurlijke personen met eenmanszaak,Gelderland,2017 februari,7.0
17147,17147,Natuurlijke personen met eenmanszaak,Gelderland,2017 maart,6.0
17148,17148,Natuurlijke personen met eenmanszaak,Gelderland,2017 1e kwartaal,21.0
17149,17149,Natuurlijke personen met eenmanszaak,Gelderland,2017 april,4.0
17150,17150,Natuurlijke personen met eenmanszaak,Gelderland,2017 mei,5.0
17151,17151,Natuurlijke personen met eenmanszaak,Gelderland,2017 juni,5.0
17152,17152,Natuurlijke personen met eenmanszaak,Gelderland,2017 2e kwartaal,14.0
17153,17153,Natuurlijke personen met eenmanszaak,Gelderland,2017 juli,4.0
17154,17154,Natuurlijke personen met eenmanszaak,Gelderland,2017 augustus,10.0
17155,17155,Natuurlijke personen met eenmanszaak,Gelderland,2017 september,8.0
17156,17156,Natuurlijke personen met eenmanszaak,Gelderland,2017 3e kwartaal,22.0
17157,17157,Natuurlijke personen met eenmanszaak,Gelderland,2017 oktober,5.0
17158,17158,Natuurlijke personen met eenmanszaak,Gelderland,2017 november,7.0
17159,17159,Natuurlijke personen met eenmanszaak,Gelderland,2017 december,4.0
17160,17160,Natuurlijke personen met eenmanszaak,Gelderland,2017 4e kwartaal,16.0
17161,17161,Natuurlijke personen met eenmanszaak,Gelderland,2017,73.0
17162,17162,Natuurlijke personen met eenmanszaak,Gelderland,2018 januari,5.0
17163,17163,Natuurlijke personen met eenmanszaak,Gelderland,2018 februari,9.0
17164,17164,Natuurlijke personen met eenmanszaak,Gelderland,2018 maart,4.0
17165,17165,Natuurlijke personen met eenmanszaak,Gelderland,2018 1e kwartaal,18.0
17166,17166,Natuurlijke personen met eenmanszaak,Gelderland,2018 april,5.0
17167,17167,Natuurlijke personen met eenmanszaak,Gelderland,2018 mei,3.0
17168,17168,Natuurlijke personen met eenmanszaak,Gelderland,2018 juni,7.0
17169,17169,Natuurlijke personen met eenmanszaak,Gelderland,2018 2e kwartaal,15.0
17170,17170,Natuurlijke personen met eenmanszaak,Gelderland,2018 juli,2.0
17171,17171,Natuurlijke personen met eenmanszaak,Gelderland,2018 augustus,9.0
17172,17172,Natuurlijke personen met eenmanszaak,Gelderland,2018 september,7.0
17173,17173,Natuurlijke personen met eenmanszaak,Gelderland,2018 3e kwartaal,18.0
17174,17174,Natuurlijke personen met eenmanszaak,Gelderland,2018 oktober,5.0
17175,17175,Natuurlijke personen met eenmanszaak,Gelderland,2018 november,3.0
17176,17176,Natuurlijke personen met eenmanszaak,Gelderland,2018 december,3.0
17177,17177,Natuurlijke personen met eenmanszaak,Gelderland,2018 4e kwartaal,11.0
17178,17178,Natuurlijke personen met eenmanszaak,Gelderland,2018,62.0
17179,17179,Natuurlijke personen met eenmanszaak,Gelderland,2019 januari,14.0
17180,17180,Natuurlijke personen met eenmanszaak,Gelderland,2019 februari,8.0
17181,17181,Natuurlijke personen met eenmanszaak,Gelderland,2019 maart,5.0
17182,17182,Natuurlijke personen met eenmanszaak,Gelderland,2019 1e kwartaal,27.0
17183,17183,Natuurlijke personen met eenmanszaak,Gelderland,2019 april,8.0
17184,17184,Natuurlijke personen met eenmanszaak,Gelderland,2019 mei,4.0
17185,17185,Natuurlijke personen met eenmanszaak,Gelderland,2019 juni,3.0
17186,17186,Natuurlijke personen met eenmanszaak,Gelderland,2019 2e kwartaal,15.0
17187,17187,Natuurlijke personen met eenmanszaak,Gelderland,2019 juli,7.0
17188,17188,Natuurlijke personen met eenmanszaak,Gelderland,2019 augustus,6.0
17189,17189,Natuurlijke personen met eenmanszaak,Gelderland,2019 september,8.0
17190,17190,Natuurlijke personen met eenmanszaak,Gelderland,2019 3e kwartaal,21.0
17191,17191,Natuurlijke personen met eenmanszaak,Gelderland,2019 oktober,4.0
17192,17192,Natuurlijke personen met eenmanszaak,Gelderland,2019 november,3.0
17193,17193,Natuurlijke personen met eenmanszaak,Gelderland,2019 december,7.0
17194,17194,Natuurlijke personen met eenmanszaak,Gelderland,2019 4e kwartaal,14.0
17195,17195,Natuurlijke personen met eenmanszaak,Gelderland,2019,77.0
17196,17196,Natuurlijke personen met eenmanszaak,Gelderland,2020 januari,6.0
17197,17197,Natuurlijke personen met eenmanszaak,Gelderland,2020 februari,10.0
17198,17198,Natuurlijke personen met eenmanszaak,Gelderland,2020 maart,4.0
17199,17199,Natuurlijke personen met eenmanszaak,Gelderland,2020 1e kwartaal,20.0
17200,17200,Natuurlijke personen met eenmanszaak,Gelderland,2020 april,5.0
17201,17201,Natuurlijke personen met eenmanszaak,Gelderland,2020 mei,9.0
17202,17202,Natuurlijke personen met eenmanszaak,Gelderland,2020 juni,3.0
17203,17203,Natuurlijke personen met eenmanszaak,Gelderland,2020 2e kwartaal,17.0
17204,17204,Natuurlijke personen met eenmanszaak,Gelderland,2020 juli,4.0
17205,17205,Natuurlijke personen met eenmanszaak,Gelderland,2020 augustus,3.0
17206,17206,Natuurlijke personen met eenmanszaak,Gelderland,2020 september,7.0
17207,17207,Natuurlijke personen met eenmanszaak,Gelderland,2020 3e kwartaal,14.0
17208,17208,Natuurlijke personen met eenmanszaak,Gelderland,2020 oktober,4.0
17209,17209,Natuurlijke personen met eenmanszaak,Gelderland,2020 november,5.0
17210,17210,Natuurlijke personen met eenmanszaak,Gelderland,2020 december,7.0
17211,17211,Natuurlijke personen met eenmanszaak,Gelderland,2020 4e kwartaal,16.0
17212,17212,Natuurlijke personen met eenmanszaak,Gelderland,2020,67.0
17213,17213,Natuurlijke personen met eenmanszaak,Gelderland,2021 januari,4.0
17214,17214,Natuurlijke personen met eenmanszaak,Gelderland,2021 februari,4.0
17215,17215,Natuurlijke personen met eenmanszaak,Gelderland,2021 maart,7.0
17216,17216,Natuurlijke personen met eenmanszaak,Gelderland,2021 1e kwartaal,15.0
17217,17217,Natuurlijke personen met eenmanszaak,Gelderland,2021 april,3.0
17218,17218,Natuurlijke personen met eenmanszaak,Gelderland,2021 mei,6.0
17219,17219,Natuurlijke personen met eenmanszaak,Gelderland,2021 juni,4.0
17220,17220,Natuurlijke personen met eenmanszaak,Gelderland,2021 2e kwartaal,13.0
17221,17221,Natuurlijke personen met eenmanszaak,Gelderland,2021 juli,2.0
17222,17222,Natuurlijke personen met eenmanszaak,Gelderland,2021 augustus,4.0
17223,17223,Natuurlijke personen met eenmanszaak,Gelderland,2021 september,4.0
17224,17224,Natuurlijke personen met eenmanszaak,Gelderland,2021 3e kwartaal,10.0
17225,17225,Natuurlijke personen met eenmanszaak,Gelderland,2021 oktober,2.0
17226,17226,Natuurlijke personen met eenmanszaak,Gelderland,2021 november,3.0
17227,17227,Natuurlijke personen met eenmanszaak,Gelderland,2021 december,4.0
